ratio,cent_y,cent_x,eccentricity,solidity,skew_x,skew_y,kurt_x,kurt_y
0.10295175862595309,0.46870008586517453,0.4927388169465969,0.9455882624449735,0.11607647738541095,4.9288132021367044e-05,0.09314425959208027,-1.3486991481665846,-0.5035437013436268
